YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2023,12,1,459.0,466.98,459.0,464.31,244963
2023,12,2,459.0,466.98,459.0,464.31,244963
2023,12,3,459.0,466.98,459.0,464.31,244963
2023,12,4,464.32,474.0,462.4,464.91,356764
2023,12,5,466.03,467.01,455.5,459.81,448395
2023,12,6,462.01,477.7,462.01,472.27,1020314
2023,12,7,476.01,480.0,463.0,467.11,517881
2023,12,8,468.01,470.0,461.5,462.92,789675
2023,12,9,468.01,470.0,461.5,462.92,789675
2023,12,10,468.01,470.0,461.5,462.92,789675
2023,12,11,465.0,469.38,457.0,464.49,397346
2023,12,12,465.66,468.3,461.97,462.37,216120
2023,12,13,464.99,465.0,451.0,453.43,267678
2023,12,14,453.0,463.0,440.01,452.98,403796
2023,12,15,456.99,456.99,448.0,452.29,242038
2023,12,16,456.99,456.99,448.0,452.29,242038
2023,12,17,456.99,456.99,448.0,452.29,242038
2023,12,18,452.99,457.02,446.62,447.6,227111
2023,12,19,446.01,449.95,429.1,430.53,531256
2023,12,20,432.0,434.88,422.01,431.1,368707
2023,12,21,432.15,433.75,424.0,428.55,241159
2023,12,22,432.0,435.0,420.0,422.34,282998
2023,12,23,432.0,435.0,420.0,422.34,282998
2023,12,24,432.0,435.0,420.0,422.34,282998
2023,12,25,432.0,435.0,420.0,422.34,282998
2023,12,26,423.0,423.48,409.0,414.67,253861
2023,12,27,415.0,436.9,410.0,432.37,381768
2023,12,28,435.97,444.4,419.01,425.05,719303
2023,12,29,427.08,428.9,420.0,423.56,216382
2023,12,30,427.08,428.9,420.0,423.56,216382
2023,12,31,427.08,428.9,420.0,423.56,216382
