YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2021,11,1,697.48,715.0,690.0,704.59,95816
2021,11,2,705.0,748.88,702.1,740.99,277777
2021,11,3,739.0,795.0,737.0,789.22,606412
2021,11,4,798.38,817.0,790.0,809.36,309368
2021,11,5,807.89,808.0,793.0,799.57,118028
2021,11,6,807.89,808.0,793.0,799.57,118028
2021,11,7,807.89,808.0,793.0,799.57,118028
2021,11,8,780.5,809.98,780.5,797.44,312451
2021,11,9,795.0,805.0,766.0,788.35,226516
2021,11,10,796.99,802.0,785.0,789.04,134320
2021,11,11,793.0,794.95,785.0,786.67,111328
2021,11,12,783.0,786.0,769.99,774.29,85820
2021,11,13,783.0,786.0,769.99,774.29,85820
2021,11,14,783.0,786.0,769.99,774.29,85820
2021,11,15,760.1,828.0,760.1,795.58,140116
2021,11,16,804.0,804.0,790.1,797.38,171431
2021,11,17,807.0,822.5,800.3,818.09,397740
2021,11,18,818.24,821.8,785.1,811.54,276410
2021,11,19,800.0,812.0,800.0,801.45,210938
2021,11,20,800.0,812.0,800.0,801.45,210938
2021,11,21,800.0,812.0,800.0,801.45,210938
2021,11,22,783.33,793.78,767.0,773.28,142341
2021,11,23,775.0,775.0,725.0,728.82,160043
2021,11,24,712.0,750.0,705.0,745.67,201590
2021,11,25,750.0,757.9,738.5,748.31,47705
2021,11,26,745.0,772.0,745.0,761.75,82464
2021,11,27,745.0,772.0,745.0,761.75,82464
2021,11,28,745.0,772.0,745.0,761.75,82464
2021,11,29,759.99,777.0,747.01,769.56,159847
2021,11,30,769.9,807.0,769.9,801.6,858957
