YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2021,9,1,730.0,749.98,718.0,723.53,259200
2021,9,2,721.31,729.95,713.0,720.69,283000
2021,9,3,750.0,762.0,729.99,758.75,397400
2021,9,4,750.0,762.0,729.99,758.75,397400
2021,9,5,750.0,762.0,729.99,758.75,397400
2021,9,6,753.1,771.9,753.1,767.97,206700
2021,9,7,765.0,779.85,764.0,770.48,120800
2021,9,8,774.0,780.0,770.0,777.9,193200
2021,9,9,779.0,835.0,766.01,792.38,384700
2021,9,10,809.0,819.94,790.02,818.45,158500
2021,9,11,809.0,819.94,790.02,818.45,158500
2021,9,12,809.0,819.94,790.02,818.45,158500
2021,9,13,821.0,824.0,805.01,815.79,156900
2021,9,14,820.0,825.0,801.0,809.78,199200
2021,9,15,804.79,804.79,778.0,800.84,354500
2021,9,16,785.0,807.0,785.0,797.21,99600
2021,9,17,792.0,804.99,779.01,782.54,157700
2021,9,18,792.0,804.99,779.01,782.54,157700
2021,9,19,792.0,804.99,779.01,782.54,157700
2021,9,20,785.0,799.25,761.0,773.98,122100
2021,9,21,771.99,785.0,720.1,746.61,112300
2021,9,22,740.0,740.0,710.01,727.13,465400
2021,9,23,730.0,735.0,701.1,713.41,155700
2021,9,24,715.0,724.0,703.0,718.48,364800
2021,9,25,715.0,724.0,703.0,718.48,364800
2021,9,26,715.0,724.0,703.0,718.48,364800
2021,9,27,720.01,772.36,703.55,743.89,475900
2021,9,28,729.99,775.0,729.99,757.37,254700
2021,9,29,751.0,759.79,700.57,739.31,956200
2021,9,30,734.0,734.89,704.0,727.51,263000
