YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2020,12,1,370.0,378.98,366.0,369.15,346400
2020,12,2,370.0,374.8,363.0,367.3,316300
2020,12,3,372.95,392.5,360.6,383.03,835700
2020,12,4,381.11,390.0,381.11,383.99,395900
2020,12,7,378.0,397.5,378.0,386.99,416300
2020,12,8,387.0,393.8,375.01,378.48,317900
2020,12,9,378.0,385.0,372.0,373.42,237200
2020,12,10,374.0,386.5,367.99,373.75,618800
2020,12,11,375.0,377.99,369.0,370.7,218100
2020,12,14,371.0,375.99,367.0,369.74,276400
2020,12,15,371.0,374.9,361.02,365.3,230200
2020,12,16,369.0,392.69,368.0,392.69,1367000
2020,12,17,402.0,409.0,391.1,402.51,1028100
2020,12,18,400.0,409.0,397.37,401.23,233300
2020,12,21,403.0,407.05,398.8,400.06,150600
2020,12,22,400.0,405.0,372.0,395.18,354300
2020,12,23,395.2,400.21,390.0,395.46,117000
2020,12,24,398.99,413.0,396.01,408.8,322700
2020,12,28,407.0,409.0,401.0,404.24,55800
2020,12,29,404.0,405.0,400.0,401.33,51200
2020,12,30,399.0,423.5,399.0,419.21,292200
2020,12,31,425.0,432.49,415.0,419.23,333300
