YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2022,9,1,399.17,408.8,398.0,402.02,1441558
2022,9,2,401.93,406.5,400.15,401.16,473641
2022,9,5,401.5,402.99,391.12,392.11,359030
2022,9,6,393.89,398.2,388.88,396.47,245854
2022,9,7,397.0,399.0,393.0,393.91,92284
2022,9,8,394.51,396.5,391.98,393.51,104191
2022,9,9,395.89,397.0,392.0,394.2,171166
2022,9,12,394.9,399.0,393.51,394.68,139813
2022,9,13,393.1,395.5,388.0,389.13,156669
2022,9,14,388.75,394.0,387.14,390.84,390951
2022,9,15,392.9,397.35,387.9,391.84,554461
2022,9,16,393.5,400.0,389.62,390.8,337641
2022,9,19,391.0,394.89,390.0,390.15,228296
2022,9,20,392.39,392.39,384.01,387.13,148863
2022,9,21,388.0,388.0,381.31,382.75,99224
2022,9,22,382.98,389.0,375.0,386.72,293063
2022,9,23,388.9,390.9,381.0,384.0,163390
2022,9,26,380.21,386.5,380.21,385.93,132989
2022,9,27,387.0,389.0,384.02,386.02,173063
2022,9,28,386.79,387.0,376.76,378.93,275647
2022,9,29,379.0,379.5,370.0,373.52,229346
2022,9,30,371.0,379.0,371.0,377.48,135527
