YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2021,1,1,422.9,427.0,415.05,418.15,84900
2021,1,4,414.0,414.12,392.99,398.54,201600
2021,1,5,399.0,404.0,395.21,397.09,135900
2021,1,6,398.07,412.12,397.0,405.09,188100
2021,1,7,404.01,418.0,404.01,414.24,209600
2021,1,8,418.78,424.75,413.0,416.72,115100
2021,1,11,420.0,420.0,413.6,414.71,62600
2021,1,12,417.05,427.0,411.0,422.64,231400
2021,1,13,429.99,454.32,427.0,450.96,664200
2021,1,14,454.99,472.0,453.0,462.8,341900
2021,1,15,463.5,480.0,462.8,468.9,382600
2021,1,18,470.0,476.88,458.5,461.04,94800
2021,1,19,466.4,466.4,451.0,452.63,65700
2021,1,20,455.0,458.5,433.02,446.16,311200
2021,1,21,442.5,460.5,442.0,457.31,204100
2021,1,22,463.0,474.0,452.5,468.63,452100
2021,1,25,473.99,494.0,469.0,475.09,474900
2021,1,26,479.99,485.0,475.12,479.91,306500
2021,1,27,481.97,485.14,476.0,482.38,394500
2021,1,28,489.0,493.0,464.55,465.89,283600
2021,1,29,464.0,472.0,458.0,461.3,143400
