YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2021,8,2,627.1,649.0,627.0,646.64,71600
2021,8,3,647.01,660.0,641.02,650.37,85700
2021,8,4,652.0,658.99,645.0,648.08,80500
2021,8,5,644.3,646.75,640.0,640.09,27500
2021,8,6,640.0,643.99,630.0,633.31,30700
2021,8,9,633.0,633.05,623.0,626.56,34500
2021,8,10,622.01,626.0,618.0,620.67,37100
2021,8,11,629.0,637.5,624.75,633.3,46400
2021,8,12,665.0,665.0,632.0,635.47,25700
2021,8,13,635.0,635.5,616.0,618.66,77100
2021,8,16,613.0,622.0,599.0,616.42,112700
2021,8,17,615.0,625.0,615.0,620.79,67200
2021,8,20,630.0,630.0,618.0,620.61,20400
2021,8,23,617.05,642.0,617.05,634.6,68700
2021,8,24,634.0,635.55,633.0,635.02,15600
2021,8,25,635.0,635.0,625.0,630.01,12200
2021,8,26,635.0,677.26,630.01,671.33,303400
2021,8,27,672.0,690.0,656.0,685.38,124200
2021,8,30,687.95,695.0,674.0,689.24,60300
2021,8,31,690.0,740.93,689.0,719.84,527200
