YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2022,7,1,330.99,338.99,323.5,328.49,565284
2022,7,4,328.1,332.7,328.1,328.87,137461
2022,7,5,330.99,334.0,329.99,330.61,97572
2022,7,6,332.5,333.9,329.2,331.58,83718
2022,7,7,332.09,333.88,329.99,331.16,142154
2022,7,13,331.16,339.9,329.25,337.54,161663
2022,7,14,338.0,349.95,338.0,346.38,525122
2022,7,15,350.0,356.9,346.6,348.01,477914
2022,7,18,342.99,344.4,338.0,340.66,256219
2022,7,19,341.0,346.5,337.28,338.93,264511
2022,7,20,339.0,340.0,335.0,338.19,155069
2022,7,21,340.95,341.45,330.04,331.87,322693
2022,7,22,339.99,344.0,330.54,340.99,357237
2022,7,25,340.9,340.99,333.0,335.55,133680
2022,7,26,337.72,341.97,335.0,335.98,155649
2022,7,27,336.02,343.48,335.0,341.73,155968
2022,7,28,342.0,365.5,342.0,349.38,899110
2022,7,29,350.0,353.99,344.02,347.64,417938
