YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2022,3,1,670.0,670.0,644.44,652.31,280679
2022,3,2,651.0,651.0,630.0,634.31,227005
2022,3,3,635.0,635.0,623.23,624.77,33893
2022,3,4,624.77,643.99,624.77,639.87,137098
2022,3,5,624.77,643.99,624.77,639.87,137098
2022,3,6,624.77,643.99,624.77,639.87,137098
2022,3,7,632.0,632.0,608.08,610.84,128524
2022,3,8,606.0,639.0,600.52,609.42,276569
2022,3,9,625.0,636.0,605.0,632.94,84376
2022,3,10,650.0,680.41,640.1,674.94,459817
2022,3,11,725.5,725.56,705.56,713.03,1403147
2022,3,12,725.5,725.56,705.56,713.03,1403147
2022,3,13,725.5,725.56,705.56,713.03,1403147
2022,3,14,714.0,733.33,702.0,713.0,359869
2022,3,15,717.0,725.18,715.1,723.28,140232
2022,3,16,725.0,765.0,725.0,761.16,394273
2022,3,17,761.26,779.45,761.26,763.98,133561
2022,3,18,760.0,760.0,720.01,726.43,619879
2022,3,19,760.0,760.0,720.01,726.43,619879
2022,3,20,760.0,760.0,720.01,726.43,619879
2022,3,21,729.89,737.0,721.5,724.75,128749
2022,3,22,725.05,730.0,715.0,718.06,163929
2022,3,23,725.05,730.0,715.0,718.06,163929
2022,3,24,715.0,720.0,695.16,714.37,352542
2022,3,25,717.12,717.12,704.0,706.01,224062
2022,3,26,717.12,717.12,704.0,706.01,224062
2022,3,27,717.12,717.12,704.0,706.01,224062
2022,3,28,706.0,708.0,697.0,704.27,281802
2022,3,29,709.0,718.18,707.0,713.85,290249
2022,3,30,714.01,720.99,705.05,717.72,296311
2022,3,31,380.0,380.0,356.36,378.87,575240
