YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2022,6,1,340.54,342.55,334.0,334.77,114749
2022,6,2,333.03,335.99,325.0,329.88,163977
2022,6,3,332.99,332.99,313.0,321.37,238860
2022,6,4,332.99,332.99,313.0,321.37,238860
2022,6,5,332.99,332.99,313.0,321.37,238860
2022,6,6,318.0,327.0,316.41,322.55,142591
2022,6,7,326.99,328.59,321.01,321.77,155168
2022,6,8,321.8,323.3,310.51,321.28,416068
2022,6,9,321.0,334.0,321.0,327.45,359223
2022,6,10,330.9,335.1,326.61,332.95,182589
2022,6,11,330.9,335.1,326.61,332.95,182589
2022,6,12,330.9,335.1,326.61,332.95,182589
2022,6,13,334.5,334.5,314.0,319.15,214085
2022,6,14,320.0,323.49,317.5,321.38,176498
2022,6,15,323.0,326.0,322.0,323.53,76999
2022,6,16,322.0,326.2,321.5,322.35,76446
2022,6,17,322.0,332.19,322.0,329.75,406616
2022,6,18,322.0,332.19,322.0,329.75,406616
2022,6,19,322.0,332.19,322.0,329.75,406616
2022,6,20,333.6,333.7,322.0,322.13,170762
2022,6,21,322.16,340.9,322.01,337.72,689983
2022,6,22,337.99,343.95,333.8,334.92,356590
2022,6,23,338.0,344.2,334.56,339.52,430097
2022,6,24,339.55,343.0,315.5,326.39,986800
2022,6,25,339.55,343.0,315.5,326.39,986800
2022,6,26,339.55,343.0,315.5,326.39,986800
2022,6,27,331.0,339.95,330.85,338.51,279273
2022,6,28,338.25,342.49,334.5,335.58,240693
2022,6,29,336.01,337.7,320.51,324.73,498120
2022,6,30,324.8,332.9,322.5,329.86,620580
