YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2020,3,2,142.79,149.86,142.79,149.86,195900
2020,3,3,153.0,157.5,153.0,153.8,415600
2020,3,4,156.0,156.0,151.0,152.81,171000
2020,3,5,154.0,157.9,153.75,154.06,244000
2020,3,6,153.99,154.0,148.5,150.55,75700
2020,3,9,143.0,147.5,140.02,146.07,318400
2020,3,10,145.45,152.5,145.45,150.81,245300
2020,3,11,152.45,153.29,149.5,149.76,194000
2020,3,12,148.5,149.0,139.4,141.09,245400
2020,3,13,139.3,146.45,139.0,145.77,141200
2020,3,16,140.0,140.0,134.84,134.84,254400
2020,3,17,130.1,134.0,128.0,130.19,273600
2020,3,18,125.01,125.01,120.43,120.43,107700
2020,3,19,111.4,113.9,111.4,111.4,159100
2020,3,20,114.2,114.2,105.01,107.01,743100
2020,3,24,98.99,98.99,98.99,98.99,15400
2020,3,25,102.0,102.0,91.6,93.19,224800
2020,3,26,97.9,100.17,92.0,100.17,249900
2020,3,27,100.2,107.68,100.2,105.96,169400
2020,3,30,101.3,108.0,101.3,107.38,338800
2020,3,31,107.9,111.9,106.05,111.14,560000
