YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2021,10,1,720.0,734.0,708.0,723.75,139900
2021,10,4,704.01,730.0,704.01,725.48,155900
2021,10,5,729.98,729.98,700.1,711.27,55800
2021,10,6,708.0,710.9,698.0,705.94,230700
2021,10,7,704.0,709.95,702.01,705.25,83000
2021,10,8,705.24,750.0,690.25,725.61,76900
2021,10,11,711.0,715.0,683.0,690.61,101900
2021,10,12,670.01,690.0,661.0,680.53,236100
2021,10,13,684.4,690.0,640.0,647.84,115900
2021,10,14,612.0,690.0,612.0,673.4,343600
2021,10,15,665.0,700.0,656.0,689.41,198400
2021,10,18,679.0,684.0,655.0,665.04,37100
2021,10,20,664.0,681.0,660.0,679.25,103100
2021,10,21,680.0,693.7,674.0,683.44,160500
2021,10,22,693.0,700.0,660.0,675.64,314399
2021,10,25,688.8,688.8,665.0,670.53,199229
2021,10,26,675.0,689.0,656.0,670.92,180301
2021,10,27,684.0,694.0,679.0,690.56,156618
2021,10,28,690.0,698.5,670.02,692.84,212255
2021,10,29,698.88,698.88,675.5,688.72,282165
