YEAR,MONTH,DAY,OPEN,HIGH,LOW,CLOSE,VOLUME
2021,12,1,787.0,798.99,781.0,791.18,31334
2021,12,2,791.99,792.0,731.85,731.85,110883
2021,12,3,700.0,754.99,695.0,729.5,305738
2021,12,6,727.4,759.9,712.0,752.66,144075
2021,12,7,752.0,778.99,752.0,765.84,118233
2021,12,8,778.0,798.99,752.0,779.42,75083
2021,12,9,765.0,785.0,755.0,773.92,101448
2021,12,10,760.0,778.0,752.0,753.95,76355
2021,12,13,755.95,755.95,715.0,723.4,26321
2021,12,14,722.0,730.51,709.0,724.57,78692
2021,12,15,746.99,773.75,742.0,770.22,142959
2021,12,16,760.0,768.99,741.01,751.47,54474
2021,12,17,745.0,798.99,740.0,775.41,72418
2021,12,20,781.0,781.0,760.0,768.75,110390
2021,12,21,762.0,772.89,758.0,761.46,53772
2021,12,22,760.0,770.0,743.0,759.83,74737
2021,12,23,747.0,763.5,747.0,753.5,23627
2021,12,24,747.0,768.0,747.0,761.03,31322
2021,12,27,751.0,769.0,749.0,765.55,10888
2021,12,28,768.0,768.0,756.0,763.17,11604
2021,12,29,753.0,763.5,748.12,750.79,107785
2021,12,30,750.0,774.0,745.0,767.28,143406
2021,12,31,767.0,767.0,754.01,759.84,236470
